n,accuracy,balanced_accuracy,auroc,log_loss,brier,top_label_ece_10,top_label_ece_15,positive_class_ece_10,positive_class_ece_15,avg_conf_wrong,high_confidence_total,high_confidence_errors,high_confidence_error_rate_all,error_rate_among_high_confidence,tn,fp,fn,tp,variant,temperature
3000,0.8116666666666666,0.6734,0.7923868000000001,0.7332743493032128,0.15768242753511363,0.1356501509467598,0.13565015094675992,0.14547390508009306,0.14351308726675974,0.8781712962872679,2449,330,0.11,0.1347488770926909,233,267,298,2202,raw,
3000,0.8116666666666666,0.6734,0.7923868000000001,0.4936901017883307,0.1424292684453415,0.08836830375283014,0.0913137698977871,0.10230297996653712,0.10335743994467506,0.8032001978215908,1980,193,0.06433333333333334,0.09747474747474748,233,267,298,2202,temperature_1.7894_saved,1.7894
3000,0.8116666666666666,0.6734,0.7923868000000001,0.6207174535444657,0.15194996025720112,0.1198471833532232,0.12010360579395646,0.1296457914251331,0.1324243637565826,0.8525218015709659,2316,283,0.09433333333333334,0.12219343696027633,233,267,298,2202,temperature_1.240885_latest,1.2408854103475755
