n,accuracy,balanced_accuracy,auroc,log_loss,brier,top_label_ece_10,top_label_ece_15,positive_class_ece_10,positive_class_ece_15,avg_conf_wrong,high_confidence_total,high_confidence_errors,high_confidence_error_rate_all,error_rate_among_high_confidence,tn,fp,fn,tp,source_id,source_name
1000,0.685,0.685,0.816306,1.1158682080572369,0.2570120383760102,0.22785309123443603,0.2278530912344362,0.23837500751334617,0.24163899491231716,0.8708528273840491,712,178,0.178,0.25,233,267,48,452,1,Stable Diffusion 2.1
1000,0.645,0.645,0.7259119999999999,1.2342908630986071,0.28835345239158355,0.2536728010843642,0.2552784290896279,0.2598421098044309,0.26086057986955435,0.8675166834398534,663,198,0.198,0.2986425339366516,233,267,88,412,2,Stable Diffusion XL
1000,0.678,0.678,0.77708,1.1209679706893345,0.2623131693102187,0.22610925224392453,0.22761187663090027,0.2342431429291692,0.23643560989842044,0.8676054036267176,682,182,0.182,0.2668621700879765,233,267,55,445,3,Stable Diffusion 3
1000,0.711,0.711,0.88854,1.0298695294180014,0.23597319148513968,0.21331193398371087,0.21486687361271656,0.2436493965239386,0.24306412815629302,0.8727666111546362,757,170,0.17,0.22457067371202113,233,267,22,478,4,DALL-E 3
1000,0.648,0.648,0.7540960000000001,1.230193042995305,0.2857250443980895,0.25809609403974104,0.2580960940397411,0.2654376256971097,0.26263702324663707,0.8697477922005633,690,199,0.199,0.28840579710144926,233,267,85,415,5,Midjourney v6
