epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8845391273498535,9.999999747378752e-06,0.44925224781036377,0.9323091506958008,0.1761079579591751
1,0.925228476524353,9.999999747378752e-06,0.23008526861667633,0.9217475056648254,0.19233940541744232
2,0.9424072504043579,9.999999747378752e-06,0.18823297321796417,0.9510321617126465,0.11601632833480835
3,0.9600815176963806,9.999999747378752e-06,0.1256249099969864,0.9510321617126465,0.1258716881275177
4,0.9672943353652954,9.999999747378752e-06,0.10453986376523972,0.9505521059036255,0.12899279594421387
5,0.9746173620223999,4.999999873689376e-06,0.0991029441356659,0.9606336951255798,0.09636121243238449
6,0.9829864501953125,4.999999873689376e-06,0.06798743456602097,0.9639942646026611,0.09016281366348267
7,0.9888778924942017,4.999999873689376e-06,0.05131024867296219,0.9692750573158264,0.08307389914989471
